center,left,right,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
images/center/40.jpeg,images/left/40.jpeg,images/right/40.jpeg,0.5,0,0,0,0,0
images/center/41.jpeg,images/left/41.jpeg,images/right/41.jpeg,0.5,0,0,0,0,0
images/center/42.jpeg,images/left/42.jpeg,images/right/42.jpeg,0.5,0,0,0,0,0
images/center/43.jpeg,images/left/44.jpeg,images/right/43.jpeg,0.5,0,0,0,0,0
images/center/44.jpeg,images/left/45.jpeg,images/right/44.jpeg,0.5,0,0,0,0,0
images/center/45.jpeg,images/left/46.jpeg,images/right/45.jpeg,0.5,0,0,0,0,0
images/center/46.jpeg,images/left/46.jpeg,images/right/46.jpeg,0.5,0,0,0,0,0
images/center/47.jpeg,images/left/47.jpeg,images/right/47.jpeg,0.5,0,0,0,0,0
images/center/48.jpeg,images/left/48.jpeg,images/right/48.jpeg,0.5,0,0,0,0,0
images/center/49.jpeg,images/left/49.jpeg,images/right/49.jpeg,0.5,0,0,0,0,0
images/center/50.jpeg,images/left/50.jpeg,images/right/50.jpeg,0.5,0,0,0,0,0
images/center/51.jpeg,images/left/51.jpeg,images/right/51.jpeg,0.5,0,0,0,0,0
images/center/52.jpeg,images/left/52.jpeg,images/right/52.jpeg,0.5,0,0,0,0,0
images/center/53.jpeg,images/left/53.jpeg,images/right/53.jpeg,0.5,0,0,0,0,0
images/center/54.jpeg,images/left/54.jpeg,images/right/54.jpeg,0.5,0,0,0,0,0
images/center/55.jpeg,images/left/55.jpeg,images/right/55.jpeg,0.5,0,0,0,0,0
images/center/56.jpeg,images/left/56.jpeg,images/right/56.jpeg,0.5,0,0,0,0,0
images/center/57.jpeg,images/left/57.jpeg,images/right/57.jpeg,0.5,0,0,0,0,0
images/center/58.jpeg,images/left/58.jpeg,images/right/58.jpeg,0.5,0,0,0,0,0
images/center/59.jpeg,images/left/59.jpeg,images/right/59.jpeg,0.5,0,0,0,0,0
images/center/60.jpeg,images/left/60.jpeg,images/right/60.jpeg,0.5,0,0,0,0,0
images/center/61.jpeg,images/left/61.jpeg,images/right/61.jpeg,0.5,0,0,0,0,0
images/center/62.jpeg,images/left/62.jpeg,images/right/62.jpeg,0.5,0,0,0,0,0
images/center/63.jpeg,images/left/63.jpeg,images/right/63.jpeg,0.5,0,0,0,0,0
images/center/64.jpeg,images/left/64.jpeg,images/right/64.jpeg,0.5,0,0,0,0,0
images/center/65.jpeg,images/left/65.jpeg,images/right/65.jpeg,0.5,0,0,0,0,0
images/center/66.jpeg,images/left/66.jpeg,images/right/66.jpeg,0.5,0,0,0,0,0
images/center/67.jpeg,images/left/67.jpeg,images/right/67.jpeg,0.5,0,0,0,0,0
images/center/68.jpeg,images/left/68.jpeg,images/right/68.jpeg,0.5,0,0,0,0,0
images/center/69.jpeg,images/left/69.jpeg,images/right/69.jpeg,0.5,0,0,0,0,0
images/center/70.jpeg,images/left/70.jpeg,images/right/70.jpeg,0.5,0,0,0,0,0
images/center/71.jpeg,images/left/71.jpeg,images/right/71.jpeg,0.5,0,0,0,0,0
images/center/72.jpeg,images/left/72.jpeg,images/right/72.jpeg,0.5,0,0,0,0,0
images/center/73.jpeg,images/left/73.jpeg,images/right/73.jpeg,0.5,0,0,0,0,0
images/center/74.jpeg,images/left/74.jpeg,images/right/74.jpeg,0.5,0,0,0,0,0
images/center/75.jpeg,images/left/75.jpeg,images/right/75.jpeg,0.5,0,0,0,0,0
images/center/76.jpeg,images/left/76.jpeg,images/right/76.jpeg,0.5,0,0,0,0,0
images/center/77.jpeg,images/left/77.jpeg,images/right/77.jpeg,0.5,0,0,0,0,0
images/center/78.jpeg,images/left/78.jpeg,images/right/78.jpeg,0.5,0,0,0,0,0
images/center/79.jpeg,images/left/79.jpeg,images/right/79.jpeg,0.5,0,0,0,0,0
images/center/80.jpeg,images/left/80.jpeg,images/right/80.jpeg,0.5,0,0,0,0,0
images/center/81.jpeg,images/left/82.jpeg,images/right/81.jpeg,0.5,0,0,0,0,0
images/center/82.jpeg,images/left/82.jpeg,images/right/82.jpeg,0.5,0,0,0,0,0
images/center/83.jpeg,images/left/83.jpeg,images/right/83.jpeg,0.5,0,0,0,0,0
images/center/84.jpeg,images/left/84.jpeg,images/right/84.jpeg,0.5,0,0,0,0,0
images/center/85.jpeg,images/left/85.jpeg,images/right/85.jpeg,0.5,0,0,0,0,0
images/center/86.jpeg,images/left/86.jpeg,images/right/86.jpeg,0.5,0,0,0,0,0
images/center/87.jpeg,images/left/87.jpeg,images/right/87.jpeg,0.5,0,0,0,0,0
images/center/88.jpeg,images/left/88.jpeg,images/right/88.jpeg,0.5,0,0,0,0,0
images/center/89.jpeg,images/left/89.jpeg,images/right/89.jpeg,0.5,0,0,0,0,0
images/center/90.jpeg,images/left/90.jpeg,images/right/90.jpeg,0.5,0,0,0,0,0
images/center/91.jpeg,images/left/91.jpeg,images/right/91.jpeg,0.5,0,0,0,0,0
images/center/92.jpeg,images/left/92.jpeg,images/right/92.jpeg,0.5,0,0,0,0,0
images/center/93.jpeg,images/left/93.jpeg,images/right/93.jpeg,0.5,0,0,0,0,0
images/center/94.jpeg,images/left/94.jpeg,images/right/94.jpeg,0.5,0,0,0,0,0
images/center/95.jpeg,images/left/95.jpeg,images/right/95.jpeg,0.5,0,0,0,0,0
images/center/96.jpeg,images/left/96.jpeg,images/right/96.jpeg,0.5,0,0,0,0,0
images/center/97.jpeg,images/left/97.jpeg,images/right/97.jpeg,0.5,0,0,0,0,0
images/center/98.jpeg,images/left/98.jpeg,images/right/98.jpeg,0.5,0,0,0,0,0
images/center/99.jpeg,images/left/99.jpeg,images/right/99.jpeg,0.5,0,0,0,0,0
images/center/100.jpeg,images/left/100.jpeg,images/right/100.jpeg,0.5,0,0,0,0,0
images/center/101.jpeg,images/left/101.jpeg,images/right/101.jpeg,0.5,0,0,0,0,0
images/center/102.jpeg,images/left/102.jpeg,images/right/102.jpeg,0.5,0,0,0,0,0
images/center/103.jpeg,images/left/103.jpeg,images/right/103.jpeg,0.5,0,0,0,0,0
images/center/104.jpeg,images/left/104.jpeg,images/right/104.jpeg,0.5,0,0,0,0,0
images/center/105.jpeg,images/left/105.jpeg,images/right/105.jpeg,0.5,0,0,0,0,0
images/center/106.jpeg,images/left/106.jpeg,images/right/106.jpeg,0.5,0,0,0,0,0
images/center/107.jpeg,images/left/107.jpeg,images/right/107.jpeg,0.5,0,0,0,0,0
images/center/108.jpeg,images/left/108.jpeg,images/right/108.jpeg,0.5,0,0,0,0,0
images/center/109.jpeg,images/left/109.jpeg,images/right/109.jpeg,0.5,0,0,0,0,0
images/center/110.jpeg,images/left/110.jpeg,images/right/110.jpeg,0.5,0,0,0,0,0
images/center/111.jpeg,images/left/111.jpeg,images/right/111.jpeg,0.5,0,0,0,0,0
images/center/112.jpeg,images/left/112.jpeg,images/right/112.jpeg,0.5,0,0,0,0,0
images/center/113.jpeg,images/left/113.jpeg,images/right/113.jpeg,0.5,0,0,0,0,0
images/center/114.jpeg,images/left/114.jpeg,images/right/114.jpeg,0.5,0,0,0,0,0
images/center/115.jpeg,images/left/115.jpeg,images/right/115.jpeg,0.5,0,0,0,0,0
images/center/116.jpeg,images/left/116.jpeg,images/right/116.jpeg,0.5,0,0,0,0,0
images/center/117.jpeg,images/left/117.jpeg,images/right/117.jpeg,0.5,0,0,0,0,0
images/center/118.jpeg,images/left/118.jpeg,images/right/118.jpeg,0.5,0,0,0,0,0
images/center/119.jpeg,images/left/119.jpeg,images/right/119.jpeg,0.5,0,0,0,0,0
images/center/120.jpeg,images/left/120.jpeg,images/right/120.jpeg,0.5,0,0,0,0,0
images/center/121.jpeg,images/left/121.jpeg,images/right/121.jpeg,0.5,0,0,0,0,0
images/center/122.jpeg,images/left/122.jpeg,images/right/122.jpeg,0.5,0,0,0,0,0
images/center/123.jpeg,images/left/123.jpeg,images/right/123.jpeg,0.5,0,0,0,0,0
images/center/124.jpeg,images/left/124.jpeg,images/right/124.jpeg,0.5,0,0,0,0,0
images/center/125.jpeg,images/left/125.jpeg,images/right/125.jpeg,0.5,0,0,0,0,0
images/center/126.jpeg,images/left/126.jpeg,images/right/126.jpeg,0.5,0,0,0,0,0
images/center/127.jpeg,images/left/127.jpeg,images/right/127.jpeg,0.5,0,0,0,0,0
images/center/128.jpeg,images/left/128.jpeg,images/right/128.jpeg,0.5,0,0,0,0,0
images/center/129.jpeg,images/left/129.jpeg,images/right/129.jpeg,0.5,0,0,0,0,0
images/center/130.jpeg,images/left/130.jpeg,images/right/130.jpeg,0.5,0,0,0,0,0
images/center/131.jpeg,images/left/131.jpeg,images/right/131.jpeg,0.5,0,0,0,0,0
images/center/132.jpeg,images/left/132.jpeg,images/right/132.jpeg,0.5,0,0,0,0,0
images/center/133.jpeg,images/left/133.jpeg,images/right/133.jpeg,0.5,0,0,0,0,0
images/center/134.jpeg,images/left/134.jpeg,images/right/134.jpeg,0.5,0,0,0,0,0
images/center/135.jpeg,images/left/135.jpeg,images/right/135.jpeg,0.5,0,0,0,0,0
images/center/136.jpeg,images/left/136.jpeg,images/right/136.jpeg,0.5,0,0,0,0,0
images/center/137.jpeg,images/left/137.jpeg,images/right/137.jpeg,0.5,0,0,0,0,0
images/center/138.jpeg,images/left/138.jpeg,images/right/138.jpeg,0.5,0,0,0,0,0
images/center/139.jpeg,images/left/139.jpeg,images/right/139.jpeg,0.5,0,0,0,0,0
images/center/140.jpeg,images/left/140.jpeg,images/right/140.jpeg,0.5,0,0,0,0,0
images/center/141.jpeg,images/left/141.jpeg,images/right/141.jpeg,0.5,0,0,0,0,0
images/center/142.jpeg,images/left/142.jpeg,images/right/142.jpeg,0.5,0,0,0,0,0
images/center/143.jpeg,images/left/143.jpeg,images/right/143.jpeg,0.5,0,0,0,0,0
images/center/144.jpeg,images/left/144.jpeg,images/right/144.jpeg,0.5,0,0,0,0,0
images/center/145.jpeg,images/left/145.jpeg,images/right/145.jpeg,0.5,0,0,0,0,0
images/center/146.jpeg,images/left/146.jpeg,images/right/146.jpeg,0.5,0,0,0,0,0
images/center/147.jpeg,images/left/147.jpeg,images/right/147.jpeg,0.5,0,0,0,0,0
images/center/148.jpeg,images/left/148.jpeg,images/right/148.jpeg,0.5,0,0,0,0,0
images/center/149.jpeg,images/left/149.jpeg,images/right/149.jpeg,0.5,0,0,0,0,0
images/center/150.jpeg,images/left/150.jpeg,images/right/150.jpeg,0.5,0,0,0,0,0
images/center/151.jpeg,images/left/151.jpeg,images/right/151.jpeg,0.5,0,0,0,0,0
images/center/152.jpeg,images/left/152.jpeg,images/right/152.jpeg,0.5,0,0,0,0,0
images/center/153.jpeg,images/left/153.jpeg,images/right/153.jpeg,0.5,0,0,0,0,0
images/center/154.jpeg,images/left/154.jpeg,images/right/154.jpeg,0.5,0,0,0,0,0
images/center/155.jpeg,images/left/155.jpeg,images/right/155.jpeg,0.5,0,0,0,0,0
images/center/156.jpeg,images/left/156.jpeg,images/right/156.jpeg,0.5,0,0,0,0,0
images/center/157.jpeg,images/left/157.jpeg,images/right/157.jpeg,0.5,0,0,0,0,0
images/center/158.jpeg,images/left/158.jpeg,images/right/158.jpeg,0.5,0,0,0,0,0
images/center/159.jpeg,images/left/159.jpeg,images/right/159.jpeg,0.5,0,0,0,0,0
images/center/160.jpeg,images/left/160.jpeg,images/right/160.jpeg,0.5,0,0,0,0,0
images/center/161.jpeg,images/left/161.jpeg,images/right/161.jpeg,0.5,0,0,0,0,0
images/center/162.jpeg,images/left/162.jpeg,images/right/162.jpeg,0.5,0,0,0,0,0
images/center/163.jpeg,images/left/163.jpeg,images/right/163.jpeg,0.5,0,0,0,0,0
images/center/164.jpeg,images/left/164.jpeg,images/right/164.jpeg,0.5,0,0,0,0,0
images/center/165.jpeg,images/left/165.jpeg,images/right/165.jpeg,0.5,0,0,0,0,0
images/center/166.jpeg,images/left/166.jpeg,images/right/166.jpeg,0.5,0,0,0,0,0
images/center/167.jpeg,images/left/167.jpeg,images/right/167.jpeg,0.5,0,0,0,0,0
images/center/168.jpeg,images/left/168.jpeg,images/right/168.jpeg,0.5,0,0,0,0,0
images/center/169.jpeg,images/left/169.jpeg,images/right/169.jpeg,0.5,0,0,0,0,0
images/center/170.jpeg,images/left/170.jpeg,images/right/170.jpeg,0.5,0,0,0,0,0
images/center/171.jpeg,images/left/171.jpeg,images/right/171.jpeg,0.5,0,0,0,0,0
images/center/172.jpeg,images/left/172.jpeg,images/right/172.jpeg,0.5,0,0,0,0,0
images/center/173.jpeg,images/left/173.jpeg,images/right/173.jpeg,0.5,0,0,0,0,0
images/center/174.jpeg,images/left/174.jpeg,images/right/174.jpeg,0.5,0,0,0,0,0
images/center/175.jpeg,images/left/175.jpeg,images/right/175.jpeg,0.5,0,0,0,0,0
images/center/176.jpeg,images/left/176.jpeg,images/right/176.jpeg,0.5,0,0,0,0,0
images/center/177.jpeg,images/left/177.jpeg,images/right/177.jpeg,0.5,0,0,0,0,0
images/center/178.jpeg,images/left/178.jpeg,images/right/178.jpeg,0.5,0,0,0,0,0
images/center/179.jpeg,images/left/179.jpeg,images/right/179.jpeg,0.5,0,0,0,0,0
images/center/180.jpeg,images/left/180.jpeg,images/right/180.jpeg,0.5,0,0,0,0,0
images/center/181.jpeg,images/left/181.jpeg,images/right/181.jpeg,0.5,0,0,0,0,0
images/center/182.jpeg,images/left/182.jpeg,images/right/182.jpeg,0.5,0,0,0,0,0
images/center/183.jpeg,images/left/183.jpeg,images/right/183.jpeg,0.5,0,0,0,0,0
images/center/184.jpeg,images/left/184.jpeg,images/right/184.jpeg,0.5,0,0,0,0,0
images/center/185.jpeg,images/left/185.jpeg,images/right/185.jpeg,0.5,0,0,0,0,0
images/center/186.jpeg,images/left/186.jpeg,images/right/186.jpeg,0.5,0,0,0,0,0
images/center/187.jpeg,images/left/187.jpeg,images/right/187.jpeg,0.5,0,0,0,0,0
images/center/188.jpeg,images/left/188.jpeg,images/right/188.jpeg,0.5,0,0,0,0,0
images/center/189.jpeg,images/left/189.jpeg,images/right/189.jpeg,0.5,0,0,0,0,0
images/center/190.jpeg,images/left/190.jpeg,images/right/190.jpeg,0.5,0,0,0,0,0
images/center/191.jpeg,images/left/191.jpeg,images/right/191.jpeg,0.5,0,0,0,0,0
images/center/192.jpeg,images/left/192.jpeg,images/right/192.jpeg,0.5,0,0,0,0,0
images/center/193.jpeg,images/left/193.jpeg,images/right/193.jpeg,0.5,0,0,0,0,0
images/center/194.jpeg,images/left/194.jpeg,images/right/194.jpeg,0.5,0,0,0,0,0
images/center/195.jpeg,images/left/195.jpeg,images/right/195.jpeg,0.5,0,0,0,0,0
images/center/196.jpeg,images/left/196.jpeg,images/right/196.jpeg,0.5,0,0,0,0,0
images/center/197.jpeg,images/left/197.jpeg,images/right/197.jpeg,0.5,0,0,0,0,0
images/center/198.jpeg,images/left/198.jpeg,images/right/198.jpeg,0.5,0,0,0,0,0
images/center/199.jpeg,images/left/199.jpeg,images/right/199.jpeg,0.5,0,0,0,0,0
images/center/200.jpeg,images/left/200.jpeg,images/right/200.jpeg,0.5,0,0,0,0,0
images/center/201.jpeg,images/left/201.jpeg,images/right/201.jpeg,0.5,0,0,0,0,0
images/center/202.jpeg,images/left/202.jpeg,images/right/202.jpeg,0.5,0,0,0,0,0
images/center/203.jpeg,images/left/203.jpeg,images/right/203.jpeg,0.5,0,0,0,0,0
images/center/204.jpeg,images/left/204.jpeg,images/right/204.jpeg,0.5,0,0,0,0,0
images/center/205.jpeg,images/left/205.jpeg,images/right/205.jpeg,0.5,0,0,0,0,0
images/center/206.jpeg,images/left/206.jpeg,images/right/206.jpeg,0.5,0,0,0,0,0
images/center/207.jpeg,images/left/207.jpeg,images/right/207.jpeg,0.5,0,0,0,0,0
images/center/208.jpeg,images/left/208.jpeg,images/right/208.jpeg,0.5,0,0,0,0,0
images/center/209.jpeg,images/left/209.jpeg,images/right/209.jpeg,0.5,0,0,0,0,0
images/center/210.jpeg,images/left/210.jpeg,images/right/210.jpeg,0.5,0,0,0,0,0
images/center/211.jpeg,images/left/211.jpeg,images/right/211.jpeg,0.5,0,0,0,0,0
images/center/212.jpeg,images/left/212.jpeg,images/right/212.jpeg,0.5,0,0,0,0,0
images/center/213.jpeg,images/left/213.jpeg,images/right/213.jpeg,0.5,0,0,0,0,0
images/center/214.jpeg,images/left/214.jpeg,images/right/214.jpeg,0.5,0,0,0,0,0
images/center/215.jpeg,images/left/215.jpeg,images/right/215.jpeg,0.5,0,0,0,0,0
images/center/216.jpeg,images/left/216.jpeg,images/right/216.jpeg,0.5,0,0,0,0,0
images/center/217.jpeg,images/left/217.jpeg,images/right/217.jpeg,0.5,0,0,0,0,1
images/center/218.jpeg,images/left/218.jpeg,images/right/218.jpeg,0.5,0,0,0,0,1
images/center/219.jpeg,images/left/219.jpeg,images/right/219.jpeg,0.5,0,0,0,0,1
images/center/220.jpeg,images/left/220.jpeg,images/right/220.jpeg,0.5,0,0,0,0,1
images/center/221.jpeg,images/left/221.jpeg,images/right/221.jpeg,0.5,0,0,0,0,1
images/center/222.jpeg,images/left/222.jpeg,images/right/222.jpeg,0.5,0,0,0,0,1
images/center/223.jpeg,images/left/223.jpeg,images/right/223.jpeg,0.5,0,0,0,0,1
images/center/224.jpeg,images/left/224.jpeg,images/right/224.jpeg,0.5,0,0,0,0,1
images/center/225.jpeg,images/left/225.jpeg,images/right/225.jpeg,0.5,0,0,0,0,1
images/center/226.jpeg,images/left/226.jpeg,images/right/226.jpeg,0.5,0,0,0,0,1
images/center/227.jpeg,images/left/227.jpeg,images/right/227.jpeg,0.5,0,0,0,0,1
images/center/228.jpeg,images/left/228.jpeg,images/right/228.jpeg,0.5,0,0,0,0,1
images/center/229.jpeg,images/left/229.jpeg,images/right/229.jpeg,0.5,0,0,0,0,1
images/center/230.jpeg,images/left/230.jpeg,images/right/230.jpeg,0.5,0,0,0,0,1
images/center/231.jpeg,images/left/231.jpeg,images/right/231.jpeg,0.5,0,0,0,0,1
images/center/232.jpeg,images/left/232.jpeg,images/right/232.jpeg,0.5,0,0,0,0,1
images/center/233.jpeg,images/left/233.jpeg,images/right/233.jpeg,0.5,0,0,0,0,1
images/center/234.jpeg,images/left/234.jpeg,images/right/234.jpeg,0.5,0,0,0,0,1
images/center/235.jpeg,images/left/235.jpeg,images/right/235.jpeg,0.5,0,0,0,0,1
images/center/236.jpeg,images/left/236.jpeg,images/right/236.jpeg,0.5,0,0,0,0,1
images/center/237.jpeg,images/left/237.jpeg,images/right/237.jpeg,0.5,0,0,0,0,1
images/center/238.jpeg,images/left/238.jpeg,images/right/238.jpeg,0.5,0,0,0,0,1
images/center/239.jpeg,images/left/239.jpeg,images/right/239.jpeg,0.5,0,0,0,0,1
images/center/240.jpeg,images/left/240.jpeg,images/right/240.jpeg,0.5,0,0,0,0,1
images/center/241.jpeg,images/left/241.jpeg,images/right/241.jpeg,0.5,0,0,0,0,1
images/center/242.jpeg,images/left/242.jpeg,images/right/242.jpeg,0.5,0,0,0,0,1
images/center/243.jpeg,images/left/243.jpeg,images/right/243.jpeg,0.5,0,0,0,0,1
images/center/244.jpeg,images/left/244.jpeg,images/right/244.jpeg,0.5,0,0,0,0,1
images/center/245.jpeg,images/left/245.jpeg,images/right/245.jpeg,0.5,0,0,0,0,1
images/center/246.jpeg,images/left/246.jpeg,images/right/246.jpeg,0.5,0,0,0,0,1
images/center/247.jpeg,images/left/247.jpeg,images/right/247.jpeg,0.5,0,0,0,0,1
images/center/248.jpeg,images/left/248.jpeg,images/right/248.jpeg,0.5,0,0,0,0,1
images/center/249.jpeg,images/left/249.jpeg,images/right/249.jpeg,0.5,0,0,0,0,1
images/center/250.jpeg,images/left/250.jpeg,images/right/250.jpeg,0.5,0,0,0,0,1
images/center/251.jpeg,images/left/251.jpeg,images/right/251.jpeg,0.5,0,0,0,0,1
images/center/252.jpeg,images/left/252.jpeg,images/right/252.jpeg,0.5,0,0,0,0,1
images/center/253.jpeg,images/left/253.jpeg,images/right/253.jpeg,0.5,0,0,0,0,1
images/center/254.jpeg,images/left/254.jpeg,images/right/254.jpeg,0.5,0,0,0,0,1
images/center/255.jpeg,images/left/255.jpeg,images/right/255.jpeg,0.5,0,0,0,0,1
images/center/256.jpeg,images/left/256.jpeg,images/right/256.jpeg,0.5,0,0,0,0,1
images/center/257.jpeg,images/left/257.jpeg,images/right/257.jpeg,0.5,0,0,0,0,1
images/center/258.jpeg,images/left/258.jpeg,images/right/258.jpeg,0.5,0,0,0,0,1
images/center/259.jpeg,images/left/259.jpeg,images/right/259.jpeg,0.5,0,0,0,0,1
images/center/260.jpeg,images/left/260.jpeg,images/right/260.jpeg,0.5,0,0,0,0,1
images/center/261.jpeg,images/left/261.jpeg,images/right/261.jpeg,0.5,0,0,0,0,1
images/center/262.jpeg,images/left/262.jpeg,images/right/262.jpeg,0.5,0,0,0,0,1
images/center/263.jpeg,images/left/263.jpeg,images/right/263.jpeg,0.5,0,0,0,0,1
images/center/264.jpeg,images/left/264.jpeg,images/right/264.jpeg,0.5,0,0,0,0,1
images/center/265.jpeg,images/left/265.jpeg,images/right/265.jpeg,0.5,0,0,0,0,1
images/center/266.jpeg,images/left/266.jpeg,images/right/266.jpeg,0.5,0,0,0,0,1
images/center/267.jpeg,images/left/267.jpeg,images/right/267.jpeg,0.5,0,0,0,0,1
images/center/268.jpeg,images/left/268.jpeg,images/right/268.jpeg,0.5,0,0,0,0,1
images/center/269.jpeg,images/left/269.jpeg,images/right/269.jpeg,0.5,0,0,0,0,1
images/center/270.jpeg,images/left/270.jpeg,images/right/270.jpeg,0.5,0,0,0,0,1
images/center/271.jpeg,images/left/271.jpeg,images/right/271.jpeg,0.5,0,0,0,0,1
images/center/272.jpeg,images/left/272.jpeg,images/right/272.jpeg,0.5,0,0,0,0,1
images/center/273.jpeg,images/left/273.jpeg,images/right/273.jpeg,0.5,0,0,0,0,1
images/center/274.jpeg,images/left/274.jpeg,images/right/274.jpeg,0.5,0,0,0,0,1
images/center/275.jpeg,images/left/275.jpeg,images/right/275.jpeg,0.5,0,0,0,0,1
images/center/276.jpeg,images/left/276.jpeg,images/right/276.jpeg,0.5,0,0,0,0,1
images/center/277.jpeg,images/left/277.jpeg,images/right/277.jpeg,0.5,0,0,0,0,1
images/center/278.jpeg,images/left/278.jpeg,images/right/278.jpeg,0.5,0,0,0,0,1
images/center/279.jpeg,images/left/279.jpeg,images/right/279.jpeg,0.5,0,0,0,0,1
images/center/280.jpeg,images/left/280.jpeg,images/right/280.jpeg,0.5,0,0,0,0,1
images/center/281.jpeg,images/left/281.jpeg,images/right/281.jpeg,0.5,0,0,0,0,1
images/center/282.jpeg,images/left/282.jpeg,images/right/282.jpeg,0.5,0,0,0,0,1
images/center/283.jpeg,images/left/283.jpeg,images/right/283.jpeg,0.5,0,0,0,0,1
images/center/284.jpeg,images/left/284.jpeg,images/right/284.jpeg,0.5,0,0,0,0,1
images/center/285.jpeg,images/left/285.jpeg,images/right/285.jpeg,0.5,0,0,0,0,1
images/center/286.jpeg,images/left/286.jpeg,images/right/286.jpeg,0.5,0,0,0,0,1
images/center/287.jpeg,images/left/287.jpeg,images/right/287.jpeg,0.5,0,0,0,0,1
images/center/288.jpeg,images/left/288.jpeg,images/right/288.jpeg,0.5,0,0,0,0,1
images/center/289.jpeg,images/left/289.jpeg,images/right/289.jpeg,0.5,0,0,0,0,1
images/center/290.jpeg,images/left/290.jpeg,images/right/290.jpeg,0.5,0,0,0,0,1
images/center/291.jpeg,images/left/291.jpeg,images/right/291.jpeg,0.5,0,0,0,0,1
images/center/292.jpeg,images/left/292.jpeg,images/right/292.jpeg,0.5,0,0,0,0,1
images/center/293.jpeg,images/left/293.jpeg,images/right/293.jpeg,0.5,0,0,0,0,1
images/center/294.jpeg,images/left/294.jpeg,images/right/294.jpeg,0.5,0,0,0,0,1
images/center/295.jpeg,images/left/295.jpeg,images/right/295.jpeg,0.5,0,0,0,0,1
images/center/296.jpeg,images/left/296.jpeg,images/right/296.jpeg,0.5,0,0,0,0,1
